Transaction_ID,Customer_ID,Amount,Transaction_Type,Province,Fraud
116,4773,,Withdrawal,Limpopo,0
117,3343,,Withdrawal,Limpopo,0
118,4796,,Transfer,KZN,0
119,3767,,Transfer,Gauteng,0
120,4820,,Deposit,Limpopo,0
121,1337,,Deposit,KZN,1
122,1878,,Withdrawal,KZN,0
123,2076,,Transfer,Gauteng,0
124,1791,,Transfer,KZN,0
125,4993,,Deposit,Limpopo,0
126,3264,,Deposit,KZN,0
127,1763,,Withdrawal,Limpopo,0
128,3235,,Withdrawal,Gauteng,0
129,1379,,Transfer,Limpopo,0
130,1492,,Deposit,Gauteng,0
131,4112,,Withdrawal,Gauteng,0
132,2180,,Deposit,KZN,0
133,3062,,Withdrawal,Gauteng,0
134,4884,,Transfer,Limpopo,0
135,1064,,Withdrawal,Limpopo,0
136,4928,,Withdrawal,KZN,0
137,4910,,Deposit,Gauteng,0
138,3568,,Withdrawal,Gauteng,0
139,2367,,Deposit,Limpopo,0
140,2152,,Transfer,Gauteng,0
141,3027,,Transfer,Gauteng,0
142,3695,,Withdrawal,Gauteng,0
143,2495,,Transfer,Gauteng,0
144,4134,,Deposit,Limpopo,0
145,2162,,Deposit,Limpopo,0
146,2522,,Withdrawal,Limpopo,1
147,3640,,Transfer,Limpopo,0
148,1391,,Deposit,KZN,0
149,2698,,Deposit,Gauteng,0
150,1418,,Deposit,Gauteng,0
151,3336,,Deposit,KZN,0
152,1378,,Deposit,Gauteng,0
153,2796,,Transfer,Limpopo,0
154,4561,,Withdrawal,Gauteng,0
155,3278,,Withdrawal,Gauteng,0
156,4065,,Deposit,KZN,0
157,3088,,Transfer,KZN,0
158,4099,,Transfer,Limpopo,0
159,3182,,Deposit,KZN,0
160,1200,,Transfer,Gauteng,0
161,2863,,Withdrawal,Gauteng,0
162,1779,,Deposit,Limpopo,0
163,3977,,Deposit,Limpopo,0
164,4104,,Withdrawal,Limpopo,0
165,4119,,Withdrawal,KZN,0
166,1502,,Transfer,Gauteng,0
167,3454,,Transfer,KZN,0
168,4645,,Withdrawal,Gauteng,0
169,2751,,Transfer,KZN,0
170,1804,,Withdrawal,Limpopo,0
171,3146,,Transfer,Gauteng,0
172,3731,,Transfer,Gauteng,0
173,2895,,Deposit,Gauteng,0
174,3773,,Deposit,KZN,0
175,2570,,Withdrawal,KZN,0
176,1960,,Withdrawal,Gauteng,0
177,4810,,Withdrawal,Limpopo,0
178,3660,,Transfer,Limpopo,0
179,2485,,Deposit,Limpopo,0
180,3690,,Deposit,Gauteng,0
181,4840,,Withdrawal,Limpopo,0
182,2028,,Transfer,Gauteng,0
183,4289,,Withdrawal,Limpopo,0
184,1502,,Deposit,Gauteng,0
185,3814,,Deposit,Gauteng,0
186,1397,,Deposit,Limpopo,0
187,1870,,Deposit,Gauteng,0
188,3842,,Withdrawal,KZN,0
189,1392,,Withdrawal,Limpopo,0
190,1206,,Withdrawal,Gauteng,0
191,2038,,Transfer,Limpopo,0
192,2881,,Deposit,Gauteng,0
193,4625,,Withdrawal,Limpopo,0
194,3939,,Withdrawal,Limpopo,0
195,2484,,Deposit,Limpopo,0
196,4762,,Withdrawal,Gauteng,0
197,4646,,Transfer,Limpopo,0
198,1863,,Deposit,Limpopo,0
199,3790,,Withdrawal,Gauteng,0
200,4312,,Transfer,Gauteng,0
201,1563,,Withdrawal,Limpopo,0
202,2020,,Deposit,Gauteng,0
203,1095,,Deposit,KZN,0
204,2923,,Deposit,KZN,0
205,2757,,Transfer,KZN,0
206,3532,,Deposit,KZN,0
207,4478,,Deposit,KZN,0
208,3278,,Transfer,KZN,0
209,3796,,Transfer,KZN,0
210,2678,,Deposit,KZN,0
211,4242,,Transfer,KZN,0
212,1540,,Transfer,KZN,0
213,2059,,Withdrawal,Gauteng,0
214,3572,,Withdrawal,Limpopo,0
215,2183,,Deposit,KZN,0
216,4910,,Withdrawal,Gauteng,0
217,2722,,Deposit,Limpopo,0
218,4314,,Transfer,KZN,0
219,4157,,Withdrawal,Limpopo,1
220,2819,,Transfer,KZN,0
221,3625,,Withdrawal,Gauteng,0
222,3729,,Withdrawal,Gauteng,0
223,3604,,Withdrawal,KZN,0
224,2597,,Transfer,Limpopo,0
225,4060,,Withdrawal,KZN,0
226,3693,,Withdrawal,Limpopo,0
227,1795,,Withdrawal,Gauteng,0
228,2051,,Transfer,KZN,0
229,2643,,Deposit,Gauteng,0
230,4627,,Withdrawal,Limpopo,0
231,2363,,Withdrawal,Gauteng,0
232,4869,,Withdrawal,KZN,0
233,2981,,Deposit,Limpopo,0
234,2354,,Deposit,Gauteng,0
235,2663,,Transfer,Gauteng,0
236,2529,,Withdrawal,Gauteng,0
237,3038,,Deposit,Gauteng,0
238,4419,,Transfer,KZN,0
239,2496,,Deposit,KZN,0
240,4302,,Withdrawal,Gauteng,0
241,3237,,Deposit,KZN,0
242,4296,,Deposit,KZN,0
243,2408,,Deposit,Gauteng,0
244,2400,,Withdrawal,Gauteng,0
245,2306,,Deposit,Gauteng,0
246,3680,,Withdrawal,Gauteng,0
247,3675,,Transfer,KZN,0
248,1972,,Withdrawal,Gauteng,0
249,2768,,Withdrawal,KZN,0
250,2282,,Withdrawal,Limpopo,0
251,4430,,Withdrawal,Gauteng,0
252,1709,,Withdrawal,KZN,0
253,2479,,Deposit,Gauteng,0
254,2434,,Transfer,Gauteng,0
255,1648,,Withdrawal,Limpopo,0
256,1317,,Withdrawal,Limpopo,0
257,4748,,Transfer,Limpopo,0
258,4296,,Withdrawal,KZN,0
259,4890,,Deposit,Gauteng,0
260,2257,,Transfer,KZN,0
261,1683,,Deposit,Gauteng,0
262,1663,,Transfer,KZN,0
263,2998,,Deposit,KZN,0
264,4898,,Transfer,Gauteng,0
265,4445,,Transfer,Gauteng,0
266,4743,,Deposit,Limpopo,0
267,2631,,Deposit,KZN,0
268,2495,,Withdrawal,Gauteng,0
269,4304,,Transfer,KZN,0
270,4763,,Transfer,Gauteng,0
271,2136,,Transfer,KZN,0
272,2853,,Deposit,Gauteng,0
273,2520,,Deposit,KZN,0
274,3489,,Transfer,Limpopo,0
275,1563,,Withdrawal,KZN,0
276,2291,,Transfer,Limpopo,0
277,4581,,Transfer,KZN,0
278,4878,,Transfer,Limpopo,0
279,4457,,Withdrawal,Limpopo,0
280,4458,,Transfer,KZN,0
281,4184,,Deposit,Limpopo,0
282,2636,,Withdrawal,Gauteng,0
283,4696,,Withdrawal,Gauteng,0
284,3999,,Deposit,Limpopo,0
285,4152,,Withdrawal,Gauteng,0
286,1698,,Withdrawal,Limpopo,0
287,3160,,Withdrawal,Gauteng,0
288,1001,,Transfer,Limpopo,0
289,1641,,Deposit,Gauteng,0
290,3267,,Deposit,Limpopo,0
291,2589,,Deposit,Limpopo,0
292,1854,,Withdrawal,KZN,0
293,2759,,Transfer,Gauteng,0
294,4296,,Transfer,KZN,0
295,3432,,Withdrawal,Limpopo,0
296,4474,,Transfer,Limpopo,0
297,2661,,Deposit,Limpopo,0
298,2153,,Deposit,Gauteng,0
299,2076,,Withdrawal,Limpopo,1
300,2707,,Withdrawal,Gauteng,0
301,3777,,Withdrawal,Gauteng,0
302,2695,,Withdrawal,Limpopo,0
303,2733,,Deposit,KZN,0
304,2439,,Withdrawal,Gauteng,0
305,3294,,Deposit,Gauteng,1
306,1835,,Transfer,Limpopo,0
307,4510,,Transfer,KZN,0
308,1202,,Withdrawal,Gauteng,0
309,4255,,Deposit,Gauteng,0
310,1122,,Deposit,Gauteng,0
311,1400,,Transfer,KZN,0
312,1766,,Withdrawal,Gauteng,0
313,1293,,Withdrawal,KZN,0
314,3327,,Transfer,Gauteng,0
315,4908,,Withdrawal,Limpopo,0
316,3931,,Transfer,Limpopo,0
317,4681,,Transfer,Limpopo,0
318,1197,,Deposit,Limpopo,0
319,4029,,Transfer,Gauteng,0
320,2930,,Transfer,Gauteng,0
321,4582,,Transfer,KZN,0
322,3799,,Transfer,Gauteng,0
323,3191,,Withdrawal,KZN,0
324,1608,,Deposit,Limpopo,0
325,4272,,Deposit,Limpopo,0
326,2147,,Withdrawal,Limpopo,0
327,1186,,Withdrawal,Gauteng,0
328,4397,,Withdrawal,Limpopo,0
329,3511,,Withdrawal,KZN,0
330,4420,,Deposit,Limpopo,0
331,2794,,Deposit,KZN,0
332,1659,,Deposit,Limpopo,0
333,3811,,Deposit,Limpopo,0
334,4002,,Withdrawal,Limpopo,1
335,2955,,Transfer,Limpopo,0
336,3450,,Transfer,Limpopo,0
337,2369,,Withdrawal,Gauteng,0
338,2986,,Withdrawal,KZN,0
339,2534,,Deposit,KZN,0
340,1146,,Transfer,Gauteng,0
341,4219,,Deposit,Gauteng,0
342,3911,,Transfer,Limpopo,0
343,2734,,Deposit,Limpopo,0
344,2843,,Transfer,Limpopo,0
345,1488,,Deposit,KZN,0
346,3976,,Deposit,Limpopo,0
347,2959,,Withdrawal,Gauteng,0
348,2663,,Deposit,Limpopo,0
349,3598,,Transfer,Gauteng,0
350,3385,,Deposit,Limpopo,0
351,3919,,Deposit,Limpopo,0
352,1640,,Withdrawal,KZN,0
353,2802,,Transfer,Gauteng,0
354,3520,,Withdrawal,Gauteng,0
355,2969,,Deposit,Gauteng,0
356,3198,,Transfer,KZN,0
357,2438,,Deposit,Limpopo,0
358,4369,,Deposit,KZN,0
359,2634,,Transfer,Gauteng,0
360,1262,,Withdrawal,KZN,0
361,2787,,Withdrawal,Gauteng,0
362,3191,,Withdrawal,KZN,0
363,3393,,Deposit,Gauteng,0
364,1623,,Transfer,Limpopo,0
365,2016,,Transfer,KZN,0
366,4643,,Withdrawal,Gauteng,0
367,1880,,Withdrawal,Gauteng,0
368,3049,,Deposit,Limpopo,0
369,3944,,Transfer,Gauteng,0
370,2327,,Withdrawal,Gauteng,0
371,3301,,Deposit,Gauteng,0
372,4723,,Deposit,Gauteng,0
373,1452,,Withdrawal,Gauteng,0
374,4108,,Transfer,KZN,0
375,2183,,Withdrawal,KZN,0
376,4062,,Deposit,KZN,0
377,3056,,Deposit,KZN,0
378,4304,,Deposit,KZN,0
379,4170,,Withdrawal,KZN,0
380,2682,,Transfer,Gauteng,0
381,3863,,Withdrawal,Limpopo,0
382,3255,,Withdrawal,Limpopo,0
383,2154,,Withdrawal,Limpopo,0
384,1403,,Withdrawal,Limpopo,0
385,3199,,Deposit,Gauteng,0
386,3101,,Transfer,Gauteng,0
387,4191,,Deposit,KZN,0
388,2696,,Deposit,KZN,0
389,4991,,Transfer,Gauteng,0
390,1627,,Withdrawal,Gauteng,0
391,1586,,Withdrawal,KZN,0
392,2648,,Withdrawal,Limpopo,0
393,2443,,Transfer,KZN,0
394,2445,,Withdrawal,Limpopo,0
395,1103,,Transfer,KZN,0
396,4923,,Withdrawal,Limpopo,0
397,1253,,Transfer,KZN,0
398,4298,,Deposit,Limpopo,0
399,4183,,Transfer,Limpopo,0
400,3557,,Transfer,KZN,0
401,2496,,Deposit,Limpopo,0
402,1098,,Transfer,Gauteng,0
403,3200,,Transfer,Gauteng,0
404,2884,,Withdrawal,Gauteng,0
405,3961,,Transfer,Gauteng,0
406,2919,,Transfer,Gauteng,0
407,1877,,Withdrawal,Limpopo,0
408,1337,,Deposit,KZN,0
409,4777,,Deposit,Gauteng,0
410,3869,,Transfer,Gauteng,0
411,4234,,Deposit,KZN,0
412,4791,,Withdrawal,Limpopo,0
413,1956,,Transfer,Limpopo,0
414,2704,,Transfer,KZN,0
415,1160,,Transfer,KZN,0
416,2603,,Deposit,Limpopo,0
417,3848,,Deposit,Limpopo,0
418,1397,,Deposit,Limpopo,0
419,2300,,Deposit,Limpopo,0
420,1815,,Deposit,Limpopo,0
421,4987,,Withdrawal,Limpopo,0
422,2527,,Withdrawal,Limpopo,0
423,2919,,Deposit,Gauteng,0
424,2415,,Withdrawal,Limpopo,0
425,2158,,Deposit,KZN,0
426,2218,,Transfer,Limpopo,0
427,1400,,Withdrawal,Gauteng,0
428,1639,,Transfer,Limpopo,0
429,4104,,Deposit,Gauteng,0
430,3735,,Withdrawal,Gauteng,0
431,1459,,Withdrawal,Gauteng,0
432,1954,,Transfer,Gauteng,0
433,4954,,Deposit,Gauteng,0
434,1469,,Withdrawal,Limpopo,0
435,4446,,Deposit,Limpopo,0
436,2045,,Withdrawal,Gauteng,0
437,3797,,Withdrawal,Gauteng,0
438,2693,,Withdrawal,KZN,0
439,3085,,Withdrawal,Gauteng,0
440,3277,,Deposit,KZN,0
441,4436,,Deposit,Limpopo,0
442,1562,,Deposit,KZN,0
443,3485,,Transfer,Limpopo,0
444,2799,,Deposit,KZN,0
445,4354,,Withdrawal,KZN,0
446,3074,,Withdrawal,Limpopo,0
447,1225,,Transfer,Limpopo,0
448,4348,,Withdrawal,Gauteng,0
449,1797,,Transfer,Gauteng,0
450,4680,,Deposit,Gauteng,0
451,3331,,Transfer,KZN,1
452,3926,,Withdrawal,Limpopo,0
453,1959,,Transfer,Limpopo,1
454,2504,,Withdrawal,KZN,0
455,1452,,Deposit,KZN,0
456,4067,,Transfer,KZN,0
457,4900,,Deposit,Gauteng,0
458,1815,,Withdrawal,KZN,0
459,1658,,Withdrawal,Limpopo,0
460,4587,,Withdrawal,Gauteng,0
461,1546,,Withdrawal,Gauteng,0
462,2215,,Withdrawal,KZN,0
463,4120,,Withdrawal,KZN,0
464,4583,,Deposit,Gauteng,0
465,1016,,Deposit,Gauteng,0
466,4243,,Deposit,KZN,0
467,2243,,Deposit,Gauteng,0
468,3205,,Transfer,Gauteng,0
469,3524,,Withdrawal,Limpopo,0
470,2069,,Transfer,KZN,0
471,4444,,Transfer,Limpopo,0
472,3565,,Withdrawal,Gauteng,0
473,3146,,Deposit,Gauteng,0
474,4963,,Transfer,Limpopo,0
475,2768,,Withdrawal,Gauteng,0
476,2060,,Withdrawal,Limpopo,0
477,3327,,Transfer,Gauteng,0
478,4420,,Transfer,KZN,0
479,3544,,Deposit,Limpopo,0
480,1301,,Withdrawal,Gauteng,0
481,1180,,Withdrawal,Gauteng,0
482,1606,,Deposit,Gauteng,0
483,4170,,Transfer,Gauteng,0
484,1699,,Withdrawal,Limpopo,0
485,1992,,Deposit,Limpopo,0
486,2139,,Withdrawal,KZN,0
487,1190,,Withdrawal,Limpopo,0
488,3300,,Transfer,Limpopo,0
489,1980,,Withdrawal,KZN,0
490,3975,,Transfer,KZN,0
491,3006,,Withdrawal,Gauteng,0
492,2184,,Withdrawal,KZN,0
493,4327,,Withdrawal,Limpopo,0
494,4394,,Deposit,Gauteng,0
495,1127,,Transfer,Gauteng,0
496,3065,,Deposit,Limpopo,0
497,2816,,Withdrawal,Limpopo,0
498,2758,,Transfer,Gauteng,0
499,3613,,Deposit,Gauteng,0
500,1569,,Deposit,Limpopo,0
501,2346,3919.0464754529294,Transfer,Gauteng,0
502,2895,796.8291234084104,Transfer,Gauteng,0
503,3733,2023.5949749762242,Deposit,Limpopo,0
504,4863,116.41202248874107,Transfer,KZN,0
505,1625,88.87678365362483,Withdrawal,Gauteng,0
506,4359,199.95082945276644,Deposit,Limpopo,0
507,3901,892.8581082835925,Transfer,Limpopo,0
508,2686,356.0185868348846,Transfer,Limpopo,0
509,4009,507.25289000095256,Transfer,Gauteng,0
510,4710,1565.6756177313646,Withdrawal,Gauteng,0
511,1154,665.97100330842,Deposit,KZN,0
512,3537,1222.5368874133244,Withdrawal,Gauteng,0
513,2409,797.5728420898272,Transfer,Limpopo,0
514,1784,277.6327317650004,Deposit,Limpopo,0
515,4175,115.35394847748329,Transfer,Limpopo,0
516,4464,404.23581009452766,Deposit,Limpopo,0
517,4882,89.14812301351783,Transfer,KZN,0
518,1245,1445.906916259107,Withdrawal,KZN,0
519,4247,2382.3779038022394,Withdrawal,Limpopo,0
520,4110,622.6841185197791,Deposit,Limpopo,0
521,2500,734.3572896423491,Withdrawal,Gauteng,0
522,2705,2540.7876681440257,Deposit,Gauteng,0
523,3806,377.72530558900456,Transfer,Limpopo,0
524,1537,190.31937362192573,Withdrawal,Gauteng,0
525,2890,1043.0788789930905,Transfer,KZN,0
526,2841,1558.4935683965757,Withdrawal,Gauteng,0
527,1920,1373.1407512041749,Transfer,Gauteng,0
528,3455,1876.9795035194586,Withdrawal,KZN,0
529,1524,87.63776015425357,Withdrawal,KZN,0
530,3875,838.453229387602,Transfer,Limpopo,0
531,2529,408.83658422167235,Withdrawal,KZN,0
532,3950,2135.1924356369996,Deposit,Gauteng,0
533,4896,3092.1724025973513,Transfer,Gauteng,0
534,1035,495.5414783146975,Deposit,KZN,0
535,1684,150.0920035018253,Deposit,Limpopo,0
536,1019,438.39474846390345,Transfer,Gauteng,0
537,3368,164.73651067230702,Deposit,Gauteng,0
538,4847,583.8462732923349,Deposit,Limpopo,0
539,3559,1158.9304552624292,Deposit,Limpopo,0
540,1399,5456.193651768766,Deposit,Limpopo,0
541,3701,764.6648971571877,Deposit,Limpopo,0
542,1971,372.768817556203,Transfer,KZN,0
543,2906,273.72548756506256,Transfer,KZN,0
544,3518,284.9980048882979,Deposit,KZN,0
545,2166,320.8998017790228,Deposit,Limpopo,0
546,2115,2154.9107678924956,Deposit,KZN,0
547,4425,94.45396777795642,Deposit,Limpopo,0
548,1833,8929.928262367845,Transfer,Gauteng,0
549,2823,1109.372314888697,Transfer,Limpopo,0
550,3774,1178.7883600991017,Deposit,Limpopo,0
551,2982,663.7318338840286,Deposit,KZN,0
552,1853,1758.01059150345,Transfer,Gauteng,0
553,1050,956.4448013801247,Deposit,Gauteng,0
554,4736,598.6162199383666,Deposit,KZN,0
555,4769,462.10965279821613,Deposit,Limpopo,0
556,1574,3898.481759007486,Withdrawal,Limpopo,0
557,4261,515.8274462983155,Deposit,KZN,0
558,2148,860.0978087721606,Deposit,Limpopo,0
559,3197,646.962432152248,Transfer,Gauteng,0
560,3361,135.18057046775223,Deposit,Limpopo,0
561,3617,308.5714796522783,Deposit,Gauteng,0
562,4413,315.1595624692438,Deposit,Gauteng,0
563,3352,1774.5381819943443,Withdrawal,Gauteng,0
564,2715,782.7929763675221,Transfer,Gauteng,0
565,1681,2284.66715101171,Deposit,Gauteng,0
566,1837,1851.395071694689,Deposit,KZN,0
567,4854,319.8822216483231,Transfer,KZN,0
568,2077,1241.447981721456,Withdrawal,Limpopo,0
569,4050,2037.4868585064517,Withdrawal,Gauteng,0
570,3491,1503.7655932007542,Withdrawal,Limpopo,0
571,3660,1374.4980044186193,Withdrawal,Gauteng,0
572,4040,2018.3672697249083,Deposit,Gauteng,0
573,3311,87.68476399750092,Deposit,Gauteng,0
574,4124,1971.9205626567564,Deposit,KZN,0
575,2595,477.53208428396755,Withdrawal,KZN,0
576,4051,1272.5004857420145,Deposit,Gauteng,0
577,4691,416.2115129772771,Transfer,Limpopo,0
578,1004,2737.827695368159,Transfer,Gauteng,0
579,2126,982.5040915720116,Transfer,Limpopo,0
580,2219,1544.7822578408259,Withdrawal,KZN,0
581,1773,2370.4161882410167,Deposit,KZN,0
582,1876,3385.202811612978,Deposit,Gauteng,0
583,1991,1975.500046202638,Withdrawal,Limpopo,0
584,3931,241.60686600994984,Transfer,Gauteng,0
585,4421,2891.702532751491,Withdrawal,Limpopo,1
586,1046,1445.7730270123284,Transfer,KZN,0
587,3914,1410.297987391108,Withdrawal,KZN,0
588,3870,3813.9414431567566,Withdrawal,Gauteng,0
589,3983,429.1880384705469,Deposit,Gauteng,0
590,4891,410.841578422722,Transfer,KZN,0
591,3703,1079.8330167095664,Deposit,Gauteng,0
592,1268,2084.6289001208615,Withdrawal,Gauteng,0
593,1369,889.2489739594256,Transfer,Gauteng,0
594,1635,1507.2378610112437,Deposit,Gauteng,0
595,2129,903.6569650632184,Withdrawal,KZN,0
596,2693,1413.902705191295,Transfer,KZN,0
597,2682,2591.1696385661658,Deposit,Limpopo,0
598,1656,298.54866669267,Withdrawal,Gauteng,0
599,1119,1783.0280524089876,Withdrawal,Gauteng,0
600,1830,2322.695834590958,Withdrawal,lim,0
601,2810,888.8981369095292,Deposit,lim,0
602,4675,585.6436251415379,Deposit,lim,0
603,2081,20.455327522251164,Deposit,lim,0
604,2974,2392.6001778183527,Withdrawal,lim,0
605,2369,596.1084921426242,Withdrawal,lim,0
606,1740,663.1379407580007,Deposit,lim,0
607,4545,614.2236169861482,Transfer,lim,0
608,1116,1035.9435231381995,Deposit,lim,0
609,2853,1818.5094291596363,Transfer,lim,0
610,3838,2216.7142912618574,Withdrawal,lim,0
611,2150,747.7792840951903,Withdrawal,lim,0
612,4464,1631.9627536350122,Transfer,lim,0
613,2931,1913.1186264222458,Deposit,lim,0
614,2012,528.4212006810375,Withdrawal,lim,0
615,2664,152.42043195805522,Transfer,lim,0
616,2081,3375.924559320312,Withdrawal,lim,0
617,1633,1695.6930989929333,Deposit,lim,0
618,1512,1566.6567212497434,Deposit,lim,0
619,4822,91.06282162626624,Transfer,lim,0
620,3849,2554.5770231904926,Transfer,lim,0
621,2119,1252.2533044144075,Deposit,lim,0
622,4709,2824.6719520776664,Transfer,lim,0
623,2141,5507.218608188808,Deposit,lim,0
624,1559,4723.336399203094,Withdrawal,lim,0
625,4672,2907.8439495222815,Transfer,lim,0
626,1487,16.511605920044065,Withdrawal,lim,0
627,4308,3253.750168254032,Deposit,lim,0
628,4956,117.0433650586204,Transfer,lim,0
629,1896,2857.6674515978757,Withdrawal,lim,0
630,4343,493.1187872426375,Transfer,lim,0
631,2212,1412.6756733316886,Withdrawal,lim,0
632,1703,58.21763577457413,Deposit,lim,0
633,2470,2212.2405347895196,Withdrawal,lim,0
634,1580,177.67897096249038,Deposit,lim,0
635,3837,793.1997232777715,Transfer,lim,0
636,3908,2551.0639080797628,Transfer,lim,0
637,3294,1782.8826125648225,Transfer,lim,0
638,4147,9.091541750577058,Transfer,lim,0
639,1153,773.8384931537183,Deposit,lim,0
640,2679,64.24776462719379,Transfer,lim,0
641,4506,1678.9873559735097,Deposit,lim,0
